Unnamed,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
341,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,469,AMD Radeon 530,Windows 10,341.37,47898.72
342,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,470,Nvidia GeForce 930MX ,Windows 10,342.37,38148.48
343,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,471,Intel UHD Graphics 620,Windows 10,343.37,111834.72
344,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,472,Intel UHD Graphics 620,Windows 10,344.37,84129.12
345,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,473,Nvidia GeForce GTX 1050 Ti,Windows 10,345.37,60153.12
346,HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,474,Intel HD Graphics 400,Windows 10,346.37,14865.12
347,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16GB,475,Intel UHD Graphics 620,Windows 10,347.37,85672.1088
348,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,476,Intel HD Graphics 500,Windows 10,348.37,19980
349,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,477,AMD Radeon 530,Windows 10,349.37,35324.64
652,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,478,AMD Radeon 530,Windows 10,350.37,60199.84426
351,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,479,Intel HD Graphics 620,Windows 10,351.37,69477.12
352,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,480,Nvidia GeForce GTX 1060,Windows 10,352.37,75071.52
353,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,481,Nvidia Quadro M1200,Windows 10,353.37,92615.0256
354,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,482,Nvidia GeForce 930M,Windows 10,354.37,74751.84
355,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,483,AMD Radeon 530,Windows 10,355.37,51729.552
356,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,484,Intel HD Graphics 500,No OS,356.37,17155.6272
357,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,485,Nvidia GeForce GTX 1050,Windows 10,357.37,53226.72
358,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,486,Intel HD Graphics 620,Windows 10,358.37,29696.6736
359,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,487,Intel HD Graphics 620,Windows 10,359.37,76030.56
360,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,488,Intel HD Graphics 520,Windows 10,360.37,23389.92
361,Asus,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,489,Intel HD Graphics 620,Windows 10,361.37,50349.6
362,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,490,Nvidia GeForce GTX 940MX,Windows 10,362.37,38308.32
363,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,491,Intel HD Graphics 620,Windows 10,363.37,34045.92
364,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,492,Nvidia GeForce 920MX ,No OS,364.37,26586.72
365,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,493,Intel HD Graphics 405,Windows 10,365.37,20725.92
366,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,494,AMD Radeon 530,Windows 10,366.37,57808.8
367,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,495,Nvidia GeForce GTX 1050,No OS,367.37,43103.52
368,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,496,AMD Radeon R7 M445,Windows 10,368.37,47898.72
369,HP,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,497,Intel HD Graphics 620,Windows 10,369.37,93240
370,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,498,Nvidia GeForce GT 940MX,Windows 10,370.37,58554.72
371,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,499,AMD Radeon R5,Windows 10,371.37,22697.28
372,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,500,AMD Radeon RX 580,Windows 10,372.37,117162.72
373,Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4GB,501,AMD Radeon R5,Windows 10,373.37,26053.92
374,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,502,Intel UHD Graphics 620,Windows 10,374.37,46300.8528
375,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,503,AMD Radeon R5,Windows 10,375.37,26053.3872
376,Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,504,Intel HD Graphics 500,Windows 10,376.37,29463.84
377,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,505,Intel HD Graphics 400,Windows 10,377.37,16463.52
378,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,506,Intel HD Graphics 500,Windows 10,378.37,15238.08
379,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,507,Nvidia GeForce GTX 1050,Linux,379.37,45074.88
380,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,508,Nvidia GeForce GTX 1050,Windows 10,380.37,63456.48
381,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,509,Intel HD Graphics 520,No OS,381.37,21498.48
382,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,510,Nvidia GeForce GTX 1060,Windows 10,382.37,88178.4
383,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,511,Nvidia GeForce 940MX,Windows 10,383.37,58554.72
384,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512,Intel HD Graphics 620,Windows 10,384.37,93181.392
385,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,513,Intel HD Graphics 620,Windows 10,385.37,121584.96
386,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,514,Intel HD Graphics 620,Windows 10,386.37,29250.72
387,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8GB,515,AMD FirePro W5130M,Windows 10,387.37,72940.32
388,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,516,Nvidia Quadro M1200,Windows 10,388.37,113752.8
389,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,517,Intel HD Graphics 620,Windows 10,389.37,133679.52
390,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,518,Nvidia GeForce GTX 1050,Windows 10,390.37,55357.92
391,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,519,Nvidia GeForce GTX 1050 Ti,Windows 10,391.37,84768.48
392,Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,520,Nvidia GeForce MX130,Windows 10,392.37,36975.7872
393,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,521,Nvidia GeForce GTX 1050 Ti,Windows 10,393.37,71874.72
394,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,522,AMD Radeon R7 M445,Linux,394.37,41498.1936
395,HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,523,AMD Radeon 520,Windows 10,395.37,26586.72
396,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,524,AMD Radeon RX 550,Windows 10,396.37,65510.9568
397,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,525,Intel HD Graphics 620,Windows 10,397.37,49976.64
398,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,526,Nvidia Quadro M1200,Windows 10,398.37,144495.36
399,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,527,Intel HD Graphics 620,Windows 10,399.37,139860
400,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,528,Intel HD Graphics 500,Windows 10,400.37,16303.68
401,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,529,Nvidia GeForce GTX 1050,Windows 10,401.37,81465.12
402,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,530,AMD Radeon RX 550,Windows 10,402.37,60978.96
403,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,531,Nvidia GeForce GTX 1050,Linux,403.37,46833.12
404,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,532,Nvidia GeForce GTX 1070,Windows 10,404.37,119826.72
405,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,533,Intel HD Graphics 620,Windows 10,405.37,99793.44
406,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,534,Intel HD Graphics 520,Windows 10,406.37,93080.16
407,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,535,Intel HD Graphics,Windows 10,407.37,89510.4
408,Lenovo,Notebook,35.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,536,Intel HD Graphics 520,Windows 10,408.37,21791.52
409,Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,537,Intel HD Graphics 500,Windows 10,409.37,16221.096
410,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,538,Nvidia Quadro M1200,Windows 10,410.37,102564
411,Lenovo,Ultrabook,14,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8GB,539,Nvidia GeForce GT 940MX,Windows 10,411.37,103523.04
412,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,540,AMD Radeon 520,Windows 10,412.37,24988.32
413,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,541,Intel HD Graphics 520,Windows 10,413.37,42038.4528
414,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,542,Intel HD Graphics 620,Windows 10,414.37,49443.84
415,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,543,AMD Radeon R5 M430,Linux,415.37,31909.392
416,Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,544,Intel HD Graphics 520,Windows 10,416.37,36709.92
417,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,545,Intel HD Graphics 520,Windows 10,417.37,79920
418,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,546,Intel HD Graphics 620,Windows 10,418.37,28768.536
419,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,547,AMD Radeon RX 550,Windows 10,419.37,64755.4464
420,Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,548,Nvidia GeForce GTX 1050,Windows 10,420.37,101178.72
421,Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6GB,549,Intel HD Graphics 500,Windows 10,421.37,23922.72
422,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,550,Intel HD Graphics 630,Windows 10,422.37,76030.56
423,Asus,Notebook,35.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,551,Nvidia GeForce 940MX,Linux,423.37,31808.16
424,Dell,Gaming,27.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16GB,552,Nvidia GeForce GTX 1070,Windows 10,424.37,149130.72
425,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,553,Nvidia GeForce GTX 1050 Ti,Windows 10,425.37,61751.52
426,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,554,AMD Radeon 530,Windows 10,426.37,60867.072
427,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,555,Intel HD Graphics 620,Linux,427.37,58554.72
428,HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,556,Nvidia GeForce GTX 1070,Windows 10,428.37,106506.72
429,Mediacom,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,557,Intel HD Graphics 500,Windows 10,429.37,15930.72
430,Samsung,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,558,Intel HD Graphics 400,Chrome OS,430.37,14332.32
431,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,559,Intel HD Graphics 620,Windows 10,431.37,53812.8
432,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,560,Intel HD Graphics 620,Windows 10,432.37,31914.72
433,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,561,Nvidia GeForce 940MX,Windows 10,433.37,130269.6
434,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16GB,562,Nvidia Quadro M2200M,Windows 10,434.37,130482.72
435,Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8GB,563,AMD Radeon RX 580,Windows 10,435.37,90309.6
436,HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,564,Intel HD Graphics 400,Windows 10,436.37,18488.16
437,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16GB,565,Intel HD Graphics 615,Chrome OS,437.37,117162.72
438,Lenovo,Ultrabook,24,2560x1440,Intel Core i7 7500U 2.7GHz,24GB,566,Intel HD Graphics 620,Windows 10,438.37,126912.96
439,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,567,Intel HD Graphics 620,Linux,439.37,29783.52
440,Lenovo,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8GB,568,AMD Radeon R4,Windows 10,440.37,27652.32
441,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,569,AMD Radeon 530,Windows 10,441.37,39906.72
442,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,570,Intel HD Graphics 620,Windows 10,442.37,76137.12
443,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,571,Intel HD Graphics 505,Windows 10,443.37,18594.72
444,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,572,Nvidia GeForce GTX 1050,Windows 10,444.37,58554.72
445,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,573,Nvidia GeForce 930MX,Windows 10,445.37,62817.12
446,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,574,Intel HD Graphics 620,Linux,446.37,23539.104
447,Dell,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8GB,575,Nvidia Quadro M620,Windows 10,447.37,106187.04
448,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,576,Nvidia GeForce GTX 1050,Windows 10,448.37,54757.9872
449,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,577,Intel Iris Plus Graphics 640,Windows 10 S,449.37,137941.92
450,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,578,Intel HD Graphics 620,Windows 10,450.37,31381.92
451,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,579,Nvidia Quadro M620,Windows 10,451.37,105228
452,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,580,Intel HD Graphics 620,Windows 10,452.37,81731.52
453,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,581,Intel HD Graphics 620,Windows 10,453.37,71661.6
454,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,582,AMD Radeon 530,Windows 10,454.37,52161.12
455,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,583,Intel HD Graphics 405,Windows 10,455.37,25521.12
456,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8GB,584,Nvidia GeForce GTX 1060,Windows 10,456.37,109010.88
457,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,585,Intel HD Graphics 615,Windows 10 S,457.37,52693.92
458,Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,586,Intel Iris Plus Graphics 640,Windows 10 S,458.37,95850.72
459,HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,587,Intel HD Graphics 520,Windows 10,459.37,34093.872
460,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,588,Nvidia GeForce 940MX,Windows 10,460.37,28984.32
461,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,589,Intel HD Graphics 400,Windows 10,461.37,23176.8
462,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,590,Intel HD Graphics 620,Windows 10,462.37,39906.72
463,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,591,AMD Radeon R7 M460,No OS,463.37,42570.72
464,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,592,Nvidia Quadro M2200M,Windows 10,464.37,111355.2
465,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,593,Intel HD Graphics 500,Windows 10,465.37,16197.12
466,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,594,Nvidia GeForce GTX 940MX,Windows 10,466.37,24988.32
467,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,595,AMD Radeon 530,Windows 10,467.37,40439.52
468,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,596,Nvidia GeForce GTX 1060,Windows 10,468.37,90522.72
469,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12GB,597,Intel HD Graphics 520,Windows 10,469.37,98994.24
470,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,598,Intel UHD Graphics 620,Windows 10,470.37,106506.72
471,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,599,AMD FirePro W4190M ,Windows 10,471.37,61485.12
472,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,600,Intel HD Graphics 615,Chrome OS,472.37,67932
473,Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,601,Intel UHD Graphics 620,Windows 10,473.37,98133.768
474,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,602,Intel HD Graphics 530,Windows 10,474.37,69210.72
475,Dell,Notebook,14,1366x768,Intel Core i3 6100U 2.3GHz,8GB,603,Intel HD Graphics 520,Windows 10,475.37,39427.2
476,Dell,Workstation,?,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,604,Nvidia Quadro M1200,Windows 10,476.37,128298.24
477,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,605,Intel HD Graphics 620,Windows 10,477.37,72673.92
652,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,606,Intel HD Graphics 620,Windows 10,478.37,60199.84426
479,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,607,Intel HD Graphics 620,Windows 10,479.37,89084.16
480,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,608,Nvidia GeForce 940MX,Windows 10,480.37,67239.36
481,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,609,Intel HD Graphics 620,Windows 10,481.37,31254.048
482,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,610,Intel UHD Graphics 620,Windows 10,482.37,38681.28
483,Chuwi,Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,611,Intel HD Graphics,Windows 10,483.37,13261.392
484,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,612,Intel HD Graphics 520,Windows 10,484.37,30103.2
485,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,613,Intel UHD Graphics 620,Windows 10,485.37,55890.72
486,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,614,Nvidia Quadro M620,Windows 10,486.37,124568.64
487,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,615,Nvidia GeForce GTX 1050,Windows 10,487.37,101178.72
488,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,616,Intel HD Graphics 620,Windows 10,488.37,95797.44
489,Asus,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,617,Intel HD Graphics 620,Windows 10,489.37,103896
490,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,618,Nvidia GeForce 940MX,Windows 10,490.37,53918.8272
491,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,619,Intel HD Graphics 620,Windows 10,491.37,149130.72
492,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,620,Nvidia GeForce GTX 1050,Windows 10,492.37,71928
493,Acer,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8GB,621,AMD Radeon RX 540,Windows 10,493.37,30849.12
494,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,622,Nvidia GeForce GTX 965M,Windows 10,494.37,67612.32
495,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8GB,623,Intel HD Graphics 520,Windows 10,495.37,58554.72
496,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,624,Intel UHD Graphics 620,Windows 10,496.37,47893.392
497,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,625,Intel HD Graphics 620,Windows 10,497.37,93186.72
498,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,626,Intel HD Graphics 620,Windows 10,498.37,50562.72
499,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,627,Intel HD Graphics 620,Windows 10,499.37,48538.08
500,Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,628,Intel HD Graphics 500,Windows 10 S,500.37,18115.2
501,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,629,AMD Radeon 520,Windows 10,501.37,32979.7872
502,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,630,Intel UHD Graphics 620,Windows 10,502.37,85194.72
503,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,631,Intel HD Graphics 500,Windows 10,503.37,15930.72
504,Lenovo,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,632,Intel HD Graphics 400,Chrome OS,504.37,14119.2
505,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,633,Intel HD Graphics 620,Windows 10,505.37,50562.72
506,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,634,Intel HD Graphics 620,Windows 10,506.37,65214.72
507,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,635,Nvidia GeForce MX150,Windows 10,507.37,32660.64
508,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,636,Intel HD Graphics 620,Windows 10,508.37,70489.44
509,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,637,Nvidia GeForce GTX 1060,No OS,509.37,61218.72
